cluster	gene_id	pval	logFC	gene_name
6	ENSG00000203907	5.970674699639199e-09	2.9124553	OOEP
6	ENSG00000108622	6.711847292039748e-09	2.3489516	ICAM2
6	ENSG00000164849	6.782959345217554e-09	5.3742466	GPR146
6	ENSG00000224578	6.810241943703403e-09	4.5905676	HNRNPA1L3
6	ENSG00000169246	7.027973295707429e-09	3.778591	NPIPB3
6	ENSG00000155850	7.137574298211005e-09	2.5711744	SLC26A2
6	ENSG00000233836	7.4242395293318165e-09	5.5435357	ENSG00000233836
6	ENSG00000126785	7.519593616210316e-09	3.01729	RHOJ
6	ENSG00000179348	7.823114373484752e-09	5.2117367	GATA2
6	ENSG00000066056	8.523495985995434e-09	5.0643167	TIE1
6	ENSG00000168807	8.650316064636093e-09	2.2002368	SNTB2
6	ENSG00000130985	8.668659467194605e-09	1.2847131	UBA1
6	ENSG00000110092	8.730440203059163e-09	2.457005	CCND1
6	ENSG00000153721	9.113614716774828e-09	4.2164288	CNKSR3
6	ENSG00000152270	9.599806590721753e-09	3.366649	PDE3B
6	ENSG00000162734	9.626082213406657e-09	1.4038607	PEA15
6	ENSG00000269590	9.691475555501045e-09	5.086644	ENSG00000269590
6	ENSG00000225630	1.170467084405623e-08	4.1711493	MTND2P28
6	ENSG00000145244	1.1819464534509934e-08	4.842529	CORIN
6	ENSG00000015479	1.2836447757082421e-08	2.4446468	MATR3
6	ENSG00000108576	1.3413425113003248e-08	4.2583222	SLC6A4
6	ENSG00000165650	1.397943059668423e-08	1.449654	PDZD8
6	ENSG00000183011	1.4108902917549856e-08	1.1810162	NAA38
6	ENSG00000250644	1.5150260250008885e-08	4.6688814	ENSG00000250644
6	ENSG00000063978	1.629202168719693e-08	1.6459192	RNF4
6	ENSG00000099260	1.887870867674653e-08	4.193139	PALMD
6	ENSG00000109111	1.969253214350476e-08	1.3662268	SUPT6H
6	ENSG00000106819	2.1802740925913033e-08	1.8622764	ASPN
6	ENSG00000260272	2.1891561677145277e-08	4.944546	ENSG00000260272
6	ENSG00000058673	2.985564579413564e-08	1.5073632	ZC3H11A
6	ENSG00000133574	3.1359536683936696e-08	5.1423326	GIMAP4
6	ENSG00000167434	3.3887740384566374e-08	4.287937	CA4
6	ENSG00000116132	3.5192250891320775e-08	1.370622	PRRX1
6	ENSG00000163171	3.7581477895940346e-08	2.248261	CDC42EP3
6	ENSG00000157510	3.9678206185465175e-08	3.9456615	AFAP1L1
6	ENSG00000131724	4.302978830317727e-08	2.1439288	IL13RA1
6	ENSG00000128052	4.5636587503906026e-08	4.700013	KDR
6	ENSG00000132967	4.574235301049456e-08	4.778621	HMGB1P5
6	ENSG00000069974	4.660536767344022e-08	2.7051451	RAB27A
6	ENSG00000166086	4.771271558743212e-08	1.7530408	JAM3
6	ENSG00000171056	5.5217741578736616e-08	5.3219447	SOX7
6	ENSG00000213261	5.528294834034509e-08	5.6071157	EEF1B2P6
6	ENSG00000168675	6.270855009841848e-08	2.68514	LDLRAD4
6	ENSG00000113657	6.94827826338498e-08	3.563227	DPYSL3
6	ENSG00000100503	7.031810374412244e-08	1.3229302	NIN
6	ENSG00000284194	7.104658222852497e-08	2.1360517	SCO2
6	ENSG00000165525	7.38095016675433e-08	0.8867883	NEMF
6	ENSG00000154556	7.7690495719376e-08	3.3880212	SORBS2
6	ENSG00000259112	7.830519855004868e-08	4.943451	NDUFC2-KCTD14
6	ENSG00000255526	8.221802472308845e-08	4.919895	NEDD8-MDP1
6	ENSG00000089820	8.259260541350887e-08	4.5661545	ARHGAP4
6	ENSG00000105483	8.529111543557176e-08	2.2996774	CARD8
6	ENSG00000251322	8.661169581546682e-08	4.5714607	SHANK3
6	ENSG00000140464	1.0379818572361089e-07	1.7603049	PML
6	ENSG00000086544	1.0590217425539233e-07	1.8216282	ITPKC
6	ENSG00000103187	1.161628313353127e-07	2.0859528	COTL1
6	ENSG00000100599	1.1623650575974263e-07	2.3957245	RIN3
6	ENSG00000136770	1.2256808663638796e-07	1.0832328	DNAJC1
6	ENSG00000117620	1.2935903121999854e-07	2.3168304	SLC35A3
6	ENSG00000137033	1.3193961785927746e-07	5.037733	IL33
6	ENSG00000257322	1.3203811020330208e-07	4.384245	ENSG00000257322
6	ENSG00000171476	1.3244039251392144e-07	1.6003094	HOPX
6	ENSG00000184110	1.3290486436203704e-07	3.4140546	EIF3C
6	ENSG00000135363	1.3653680757475446e-07	4.8020477	LMO2
6	ENSG00000177576	1.370230242383529e-07	1.9905808	C18orf32
6	ENSG00000177663	1.4399196526330397e-07	1.8523122	IL17RA
6	ENSG00000227615	1.606959002350412e-07	4.743307	ENSG00000227615
6	ENSG00000132716	1.7076793322366768e-07	1.4671522	DCAF8
6	ENSG00000124243	1.9435456689489945e-07	2.7867923	BCAS4
6	ENSG00000168916	1.9621355312026325e-07	2.8463192	ZNF608
6	ENSG00000108821	2.1566436780639538e-07	1.024806	COL1A1
6	ENSG00000262730	2.2413998092390082e-07	5.350708	ENSG00000262730
6	ENSG00000284686	2.345298963970152e-07	4.3410554	ENSG00000284686
6	ENSG00000258311	2.351646921923423e-07	4.3290772	ENSG00000258311
6	ENSG00000237296	2.381356831617967e-07	4.3926234	SMG1P1
6	ENSG00000120063	2.450810353070052e-07	1.4929054	GNA13
6	ENSG00000247925	2.480753199277907e-07	3.0555716	ENSG00000247925
6	ENSG00000185010	2.6603518271619644e-07	4.081766	F8
6	ENSG00000213988	2.770966883401018e-07	2.2188401	ZNF90
6	ENSG00000142208	2.904796613952203e-07	1.5066286	AKT1
6	ENSG00000185432	3.0164348550862574e-07	1.5323392	METTL7A
6	ENSG00000263620	3.14007956171575e-07	4.776839	ENSG00000263620
6	ENSG00000138185	3.160452375811457e-07	2.8200712	ENTPD1
6	ENSG00000185262	3.308887026078304e-07	1.7830735	UBALD2
6	ENSG00000118004	3.343684231127616e-07	2.5621922	COLEC11
6	ENSG00000100342	3.3961655160269973e-07	2.1458385	APOL1
6	ENSG00000162174	3.475608634964357e-07	4.444129	ASRGL1
6	ENSG00000265257	3.475608634964357e-07	4.5765877	ENSG00000265257
6	ENSG00000167114	3.551319255787607e-07	2.8142803	SLC27A4
6	ENSG00000138777	3.617765627578786e-07	1.0130155	PPA2
6	ENSG00000147113	3.677449906436163e-07	5.3250527	DIPK2B
6	ENSG00000214182	3.696871747562127e-07	4.4816704	PTMAP5
6	ENSG00000169057	3.91476882998386e-07	0.91217726	MECP2
6	ENSG00000279168	4.326848781519294e-07	4.372405	ENSG00000279168
6	ENSG00000145990	4.643351067636369e-07	1.9463865	GFOD1
6	ENSG00000170542	4.849385880536548e-07	2.281991	SERPINB9
6	ENSG00000177000	5.054237490741758e-07	1.4321817	MTHFR
6	ENSG00000166002	5.068112900898166e-07	2.5300035	SMCO4
6	ENSG00000120279	5.161747369818775e-07	6.1702375	MYCT1
6	ENSG00000157570	5.179878757728391e-07	3.212016	TSPAN18
6	ENSG00000164209	5.197217390996699e-07	1.1602606	SLC25A46
6	ENSG00000214736	5.220327337638428e-07	4.9052277	TOMM6
6	ENSG00000101665	5.236649258446291e-07	2.4661787	SMAD7
6	ENSG00000119185	5.356097203545637e-07	1.0158358	ITGB1BP1
6	ENSG00000179104	5.507298299953967e-07	2.6493077	TMTC2
6	ENSG00000229344	5.802479863596214e-07	3.9380555	MTCO2P12
6	ENSG00000135636	5.961254574979778e-07	4.300484	DYSF
6	ENSG00000049323	6.276759691937188e-07	2.6724062	LTBP1
6	ENSG00000183018	6.5929138598937e-07	5.29238	SPNS2
6	ENSG00000101187	6.630254909765965e-07	5.488698	SLCO4A1
6	ENSG00000169118	6.724501353618139e-07	2.2557821	CSNK1G1
6	ENSG00000218175	6.891426445765029e-07	5.6171665	ENSG00000218175
6	ENSG00000103335	7.506059908673721e-07	1.9924797	PIEZO1
6	ENSG00000128284	7.74414252570438e-07	2.2970383	APOL3
6	ENSG00000152137	7.807107680964313e-07	2.4616487	HSPB8
6	ENSG00000086062	8.445836001956318e-07	1.7371824	B4GALT1
6	ENSG00000203883	8.751036653577728e-07	4.026539	SOX18
6	ENSG00000172159	9.272002242225868e-07	1.9644586	FRMD3
6	ENSG00000133561	9.445615989045984e-07	6.0709777	GIMAP6
6	ENSG00000196182	9.93854540880987e-07	1.8268546	STK40
6	ENSG00000255439	9.987575761434102e-07	4.844955	ENSG00000255439
6	ENSG00000124098	1.014691029148715e-06	1.3218763	FAM210B
6	ENSG00000268083	1.0184946936948751e-06	4.0917125	ENSG00000268083
6	ENSG00000137936	1.0736667126883794e-06	2.5710917	BCAR3
6	ENSG00000144785	1.0880767839846474e-06	4.607168	ENSG00000144785
6	ENSG00000173327	1.1187674356386289e-06	2.1493778	MAP3K11
6	ENSG00000186470	1.134665047719738e-06	2.0964544	BTN3A2
6	ENSG00000268388	1.1392643276251858e-06	1.8744017	FENDRR
6	ENSG00000090975	1.1431513142850733e-06	3.7041597	PITPNM2
6	ENSG00000146540	1.2499373419864649e-06	0.8957981	C7orf50
6	ENSG00000108828	1.289370560140937e-06	2.055384	VAT1
6	ENSG00000258677	1.3281705369998272e-06	4.4140987	ENSG00000258677
6	ENSG00000129250	1.3479179569998804e-06	1.7996157	KIF1C
6	ENSG00000145014	1.3701907007582008e-06	3.487548	TMEM44
6	ENSG00000255185	1.4492838664673006e-06	4.2490973	PDXDC2P
6	ENSG00000267261	1.462487416426505e-06	5.186131	ENSG00000267261
6	ENSG00000245832	1.5097757177303658e-06	4.2992663	MIR4300HG
6	ENSG00000140931	1.5938266791025003e-06	1.2274622	CMTM3
6	ENSG00000076321	1.6160835444237457e-06	1.2445182	KLHL20
6	ENSG00000112679	1.6807789481058782e-06	1.5909269	DUSP22
6	ENSG00000130702	1.686251712095686e-06	1.5700421	LAMA5
6	ENSG00000100403	1.717469039912516e-06	1.4539566	ZC3H7B
6	ENSG00000057252	1.778132757347014e-06	1.8991966	SOAT1
6	ENSG00000130309	2.100734148743452e-06	1.6249487	COLGALT1
6	ENSG00000115604	2.1132177768712014e-06	2.4866722	IL18R1
6	ENSG00000101224	2.1681416359749595e-06	2.3579628	CDC25B
6	ENSG00000144118	2.194861993996006e-06	1.6355499	RALB
6	ENSG00000171475	2.2160288647254e-06	1.2279141	WIPF2
6	ENSG00000122378	2.404346786960733e-06	1.480219	PRXL2A
6	ENSG00000067064	2.473657036861347e-06	1.3424615	IDI1
6	ENSG00000148468	2.578968997362803e-06	2.175155	FAM171A1
6	ENSG00000143013	2.609321322581936e-06	0.79435647	LMO4
6	ENSG00000151693	2.6386568758369204e-06	1.911552	ASAP2
6	ENSG00000261147	2.700503050502701e-06	5.138005	ENSG00000261147
6	ENSG00000197965	2.9476938015554296e-06	1.7318636	MPZL1
6	ENSG00000152689	3.0259118883751115e-06	4.4680276	RASGRP3
6	ENSG00000197381	3.049247671854192e-06	2.8230553	ADARB1
6	ENSG00000148411	3.077793614208336e-06	1.7361541	NACC2
6	ENSG00000196411	3.379782531812788e-06	3.217794	EPHB4
6	ENSG00000160991	3.579827358649817e-06	2.0978677	ORAI2
6	ENSG00000100629	3.6509751746228727e-06	2.4875686	CEP128
6	ENSG00000153879	3.7044237458263697e-06	1.7414168	CEBPG
6	ENSG00000197859	3.975857674344933e-06	1.8698475	ADAMTSL2
6	ENSG00000180747	4.228108483038432e-06	4.3803897	SMG1P3
6	ENSG00000204131	4.261989012294304e-06	2.5885856	NHSL2
6	ENSG00000049239	4.351783289032416e-06	1.5571947	H6PD
6	ENSG00000172403	4.492484075269371e-06	1.5635298	SYNPO2
6	ENSG00000175048	4.593626053465572e-06	3.1443677	ZDHHC14
6	ENSG00000119900	4.616809565756638e-06	1.7840612	OGFRL1
6	ENSG00000156515	4.676200670649114e-06	1.2863868	HK1
6	ENSG00000198218	4.8383382619906166e-06	1.1141605	QRICH1
6	ENSG00000114999	5.012888438270803e-06	2.3427057	TTL
6	ENSG00000116584	5.0380945957348494e-06	1.2826788	ARHGEF2
6	ENSG00000205323	5.195801519794076e-06	1.7840252	SARNP
6	ENSG00000131503	5.208307240607149e-06	2.1242068	ANKHD1
6	ENSG00000143569	5.832317592168474e-06	1.1561855	UBAP2L
6	ENSG00000130726	5.982679154414016e-06	1.1242	TRIM28
6	ENSG00000109220	6.259055858805992e-06	1.4538926	CHIC2
6	ENSG00000139679	6.292105247723457e-06	2.3032694	LPAR6
6	ENSG00000011198	6.33034991339113e-06	1.375831	ABHD5
6	ENSG00000122012	6.43587445247227e-06	4.5051184	SV2C
6	ENSG00000136068	6.44226554788063e-06	2.8519864	FLNB
6	ENSG00000008441	6.5440543258204285e-06	1.6994171	NFIX
6	ENSG00000182601	6.742575530242063e-06	4.340875	HS3ST4
6	ENSG00000156804	6.834335916736299e-06	1.2348199	FBXO32
6	ENSG00000277494	6.926947423167112e-06	5.439167	GPIHBP1
6	ENSG00000156265	7.029789201036308e-06	1.4415233	MAP3K7CL
6	ENSG00000197582	7.135500417118872e-06	5.5399513	GPX1P1
6	ENSG00000114316	7.4046444780380275e-06	1.0975301	USP4
6	ENSG00000171115	7.500193426318363e-06	5.072302	GIMAP8
6	ENSG00000249936	7.71077051983654e-06	5.266533	RAC1P2
6	ENSG00000276291	7.770217531514147e-06	4.2244735	FRG1HP
6	ENSG00000140564	7.77480848300863e-06	1.8374555	FURIN
6	ENSG00000133800	8.709839614499761e-06	4.043306	LYVE1
6	ENSG00000112343	8.872082193209498e-06	0.9126641	TRIM38
6	ENSG00000162496	9.049148466551874e-06	2.878167	DHRS3
6	ENSG00000009954	9.052688593250009e-06	0.7718029	BAZ1B
6	ENSG00000109118	9.192688577802542e-06	1.5553939	PHF12
6	ENSG00000214783	9.23184288228636e-06	3.8862112	POLR2J4
6	ENSG00000188342	9.560185405915892e-06	1.0898538	GTF2F2
6	ENSG00000163635	9.77174724890802e-06	1.7131383	ATXN7
6	ENSG00000154678	1.0122825641542416e-05	3.6235828	PDE1C
6	ENSG00000162441	1.0174659472288452e-05	1.4497696	LZIC
6	ENSG00000105514	1.0390092892349986e-05	2.4337897	RAB3D
6	ENSG00000175471	1.0549267610077836e-05	3.2226605	MCTP1
6	ENSG00000120318	1.0701937341166544e-05	2.1693943	ARAP3
6	ENSG00000109436	1.0768608052122165e-05	1.6378533	TBC1D9
6	ENSG00000106263	1.0782198913442164e-05	1.108694	EIF3B
6	ENSG00000109323	1.094020597106393e-05	1.7719125	MANBA
6	ENSG00000138772	1.09710079538764e-05	3.6564796	ANXA3
6	ENSG00000159023	1.1153783529655702e-05	2.9567647	EPB41
6	ENSG00000171621	1.1186242744866293e-05	2.0088131	SPSB1
6	ENSG00000087903	1.1801544131694342e-05	2.299467	RFX2
6	ENSG00000164171	1.2025912393119869e-05	1.9573885	ITGA2
6	ENSG00000180198	1.2379061308563142e-05	1.9381932	RCC1
6	ENSG00000131165	1.257385453093437e-05	1.2809517	CHMP1A
6	ENSG00000163812	1.2633347294521326e-05	1.273503	ZDHHC3
6	ENSG00000160179	1.2654050326545033e-05	2.2800586	ABCG1
6	ENSG00000116199	1.2721865235798968e-05	1.7501338	FAM20B
6	ENSG00000102882	1.294544513609343e-05	1.0388501	MAPK3
6	ENSG00000270617	1.3505342151559193e-05	5.2170568	URGCP-MRPS24
6	ENSG00000091592	1.3888473768768786e-05	1.904744	NLRP1
6	ENSG00000260238	1.438628248770813e-05	4.0145197	PMF1-BGLAP
6	ENSG00000117242	1.462927188326037e-05	4.0184813	PINK1-AS
6	ENSG00000144136	1.4734603875819558e-05	2.1327698	SLC20A1
6	ENSG00000137965	1.517914754036946e-05	1.6799933	IFI44
6	ENSG00000136048	1.5473228970558716e-05	1.5798527	DRAM1
6	ENSG00000215717	1.6008992256558087e-05	1.3892723	TMEM167B
6	ENSG00000047617	1.6272612895877058e-05	4.880081	ANO2
6	ENSG00000143799	1.6393094417395892e-05	1.1817725	PARP1
6	ENSG00000134864	1.6739756202326306e-05	3.3470511	GGACT
6	ENSG00000214026	1.6844309238329564e-05	1.425979	MRPL23
6	ENSG00000168904	1.6970433173278238e-05	1.6813073	LRRC28
6	ENSG00000066629	1.7135658778679023e-05	2.7962735	EML1
6	ENSG00000186111	1.725976346094202e-05	1.7483135	PIP5K1C
6	ENSG00000108262	1.7357521626255018e-05	2.4754624	GIT1
6	ENSG00000132323	1.7570449590416196e-05	0.960668	ILKAP
6	ENSG00000175866	1.7590460478558742e-05	3.0420117	BAIAP2
6	ENSG00000111670	1.7655645940441285e-05	1.4988517	GNPTAB
