Gene_Name	term	estimate	std.error	statistic	p.value	p.bonf	p.bonf.sig	p.bonf.cat	p.fdr	log.p.bonf
AGTR1	Smooth muscle FAM83D+	-0.652175808946291	0.563462088178614	-1.15744399246885	0.24792807955994	1	FALSE	> 0.05	0.587681373771711	0
AGTR1	Subpleural fibroblasts	-0.282274454832075	0.356364714759811	-0.79209428751196	0.428874717040111	1	FALSE	> 0.05	0.669462972940661	0
AGTR1	T cell lineage	-0.161318410365353	0.29097057116467	-0.554414866491971	0.579670480760275	1	FALSE	> 0.05	0.742403228441049	0
AGTR1	Transitional Club-AT2 cells	-0.217937275767324	0.325314988288071	-0.669926943465445	0.50337285744001	1	FALSE	> 0.05	0.671163809920014	0
AGTR2	AT2	0.768031099611923	0.189564572405867	4.05155398956896	6.34857977555854e-05	0.00406309105635747	TRUE	<= 0.005	0.00401038719265385	2.39114344475937
AGTR2	Adventitial fibroblasts	-0.133093267003451	0.192172185591617	-0.692572999540557	0.489064626516512	1	FALSE	> 0.05	0.671163809920014	0
AGTR2	Alveolar fibroblasts	-0.164686089040141	0.19193739969382	-0.85801979865753	0.39150426981369	1	FALSE	> 0.05	0.659400832348053	0
AGTR2	Alveolar macrophages	0.171594501052855	0.196873234787298	0.871598931354209	0.384060875090429	1	FALSE	> 0.05	0.659400832348053	0
AGTR2	B cell	-0.17537693679333	0.408735806331729	-0.429071625427881	0.668151073476377	1	FALSE	> 0.05	0.763601226830149	0
AGTR2	Basal	0.00576491653918952	0.219688894773669	0.0262412742579853	0.979080756279929	1	FALSE	> 0.05	0.979080756279929	0
AGTR2	DC1	0.265775620937346	0.31660539418429	0.839453862187336	0.401822382212095	1	FALSE	> 0.05	0.659400832348053	0
AGTR2	DC2	0.488904421528173	0.279219712251066	1.75096671215163	0.0808807803534565	1	FALSE	> 0.05	0.246493806791486	0
AGTR2	EC arterial	0.155816476792094	0.22387382118795	0.69600132773577	0.486917882554646	1	FALSE	> 0.05	0.671163809920014	0
AGTR2	EC capillary	0.365983969398905	0.229142161310655	1.597191749024	0.111180055773999	1	FALSE	> 0.05	0.309370589979823	0
AGTR2	EC venous	0.244455991046766	0.229142161310655	1.06683113072042	0.286827949727668	1	FALSE	> 0.05	0.616650618385646	0
AGTR2	Hematopoietic stem cells	0.806102350354178	0.408735806331728	1.97218432509911	0.0494232411352467	1	FALSE	> 0.05	0.197692964540987	0
AGTR2	Innate lymphoid cell NK	0.424890314539277	0.27921971225107	1.52170601106136	0.129040367286076	1	FALSE	> 0.05	0.344107646096202	0
AGTR2	Interstitial Mph perivascular	0.730016514658924	0.316605394184289	2.30576145595927	0.0217435606267397	1	FALSE	> 0.05	0.154620875567927	0
AGTR2	Ionocyte	-0.175376936793328	0.408735806331729	-0.429071625427876	0.66815107347638	1	FALSE	> 0.05	0.763601226830149	0
AGTR2	Lymphatic EC	0.416616735713821	0.229142161310654	1.8181583578109	0.0699464406359664	1	FALSE	> 0.05	0.223828610035092	0
AGTR2	Mast cells	-0.17537693679333	0.258507221854747	-0.67842180785136	0.497979738533693	1	FALSE	> 0.05	0.671163809920014	0
AGTR2	Mesothelium	-0.17537693679333	0.316605394184289	-0.553929086537442	0.58000252221957	1	FALSE	> 0.05	0.742403228441049	0
AGTR2	Monocyte-derived Mph	0.357695497572417	0.223873821187948	1.59775491245187	0.111054579456137	1	FALSE	> 0.05	0.309370589979823	0
AGTR2	Monocytes	0.591519737243654	0.216282659096243	2.73493834279351	0.00657627813752092	0.420881800801339	FALSE	> 0.05	0.105220450200335	0.375839853017561
AGTR2	Multiciliated	0.221156815574927	0.213455313214169	1.03608016237586	0.300923357822532	1	FALSE	> 0.05	0.621261125827162	0
AGTR2	Myofibroblasts	-0.175376936793331	0.245241483799037	-0.715119375713138	0.475040898294969	1	FALSE	> 0.05	0.671163809920014	0
AGTR2	Neuroendocrine	-0.175376936793329	0.408735806331728	-0.429071625427878	0.668151073476379	1	FALSE	> 0.05	0.763601226830149	0
AGTR2	Peribronchial fibroblasts	-0.100022905270807	0.1963503301858	-0.509410425621179	0.610805038188878	1	FALSE	> 0.05	0.763601226830149	0
AGTR2	Pericytes	-0.17537693679333	0.1963503301858	-0.893183813988886	0.372409630331557	1	FALSE	> 0.05	0.659400832348053	0
AGTR2	Plasma cells	0.036927436788874	0.279219712251069	0.132252255727811	0.894865369868798	1	FALSE	> 0.05	0.938875142157427	0
AGTR2	Secretory	0.542261722683904	0.245241483799037	2.21113375389728	0.0277117646908395	1	FALSE	> 0.05	0.156857420020881	0
AGTR2	Smooth muscle	-0.174856783984644	0.19499148804521	-0.896740600000456	0.37051105695591	1	FALSE	> 0.05	0.659400832348053	0
AGTR2	Smooth muscle FAM83D+	-0.175376936793329	0.408735806331729	-0.429071625427877	0.668151073476379	1	FALSE	> 0.05	0.763601226830149	0
AGTR2	Subpleural fibroblasts	-0.175376936793331	0.258507221854747	-0.678421807851362	0.497979738533691	1	FALSE	> 0.05	0.671163809920014	0
AGTR2	T cell lineage	0.408556950943808	0.211070262789526	1.93564429941138	0.0537652187963782	1	FALSE	> 0.05	0.202410235468718	0
AGTR2	Transitional Club-AT2 cells	0.306075626777275	0.235983727813062	1.29702005139836	0.195530372657521	1	FALSE	> 0.05	0.500557754003254	0
AGTR1	Suprabasal	-0.479151763554154	0.524432277261799	-0.913658034276482	0.361536477888814	1	FALSE	> 0.05	0.880677463257648	0
AGTR1	Hillock-like	-0.601856373250521	0.693758692565006	-0.867529848203129	0.386256520763945	1	FALSE	> 0.05	0.880677463257648	0
AGTR1	Multiciliated (non-nasal)	-0.513168917460907	0.512374751086195	-1.00154997172095	0.317264973532859	1	FALSE	> 0.05	0.880677463257648	0
AGTR1	Club (non-nasal)	-0.101963841915162	0.537383172518184	-0.189741411956311	0.849623676941129	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	AT0	-0.107654909292887	0.56645160046822	-0.190051381625369	0.849380965181598	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	pre-TB secretory	0.0366200059651994	0.548464403761482	0.0667682455124741	0.946804991303585	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	Ionocyte	0.0916896462440195	0.693758692564999	0.132163599860666	0.894932159785959	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	Neuroendocrine	-0.232572108507182	0.693758692565003	-0.335234874891879	0.737652253870791	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	AT1	0.308994069695441	0.548464403761488	0.563380353540343	0.573542949671637	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	AT2	-0.705362526512029	0.495167788119986	-1.42449194684108	0.155210644342977	1	FALSE	> 0.05	0.760178176188154	0
AGTR1	AT2 proliferating	-0.722825467586553	0.507779369012152	-1.42350302453752	0.155496718531564	1	FALSE	> 0.05	0.760178176188154	0
AGTR1	EC arterial	-0.366099581122425	0.520319019423752	-0.703605994506748	0.482154134884728	1	FALSE	> 0.05	0.993682744281978	0
AGTR1	EC aerocyte capillary	1.00078135728833	0.69375869256501	1.44254964732503	0.15005724596561	1	FALSE	> 0.05	0.760178176188154	0
AGTR1	EC general capillary	0.218469660196953	0.524432277261808	0.416583169399179	0.677243131611549	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	EC venous systemic	-0.104476499557522	0.537383172518174	-0.194417140134748	0.845964032199181	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	EC venous pulmonary	-0.722825467586549	0.600812651857571	-1.2030796378068	0.229772840511152	1	FALSE	> 0.05	0.795367524846298	0
AGTR1	Lymphatic EC mature	-0.503850768009856	0.529866953785454	-0.950900531558471	0.342322477567722	1	FALSE	> 0.05	0.880677463257648	0
AGTR1	Lymphatic EC differentiating	0.24448311328885	0.693758692565005	0.352403675671339	0.724751349651193	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	Peribronchial fibroblasts	0.297103462845822	0.499906343819997	0.594318248845431	0.552689930140359	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	Adventitial fibroblasts	0.0838801553558947	0.496974316514055	0.168781670538346	0.866067573207417	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	Alveolar fibroblasts	0.338765440919794	0.496810918739948	0.681880023448355	0.495773651882553	1	FALSE	> 0.05	0.993682744281978	0
AGTR1	Pericytes	0.853507906892274	0.499906343819995	1.70733561884864	0.0886619866193469	1	FALSE	> 0.05	0.760178176188154	0
AGTR1	Subpleural fibroblasts	0.0267196148633626	0.548464403761485	0.048717135843482	0.961172991813374	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	Myofibroblasts	0.216569539573424	0.537383172518179	0.403007668733986	0.687192932842533	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	Smooth muscle	0.576712679778136	0.499906343819992	1.15364145085904	0.249448094364038	1	FALSE	> 0.05	0.831493647880128	0
AGTR1	Smooth muscle FAM83D+	-0.343181739250851	0.693758692565003	-0.494670182772083	0.621148722483633	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	SM activated stress response	0.0785486003472372	0.524432277261805	0.149778348421572	0.881027267632493	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	Mesothelium	0.14945653080937	0.600812651857571	0.248757296217524	0.80369697207928	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	Hematopoietic stem cells	-0.722825467586561	0.693758692565015	-1.04189752911647	0.298190866088052	1	FALSE	> 0.05	0.880677463257648	0
AGTR1	B cells	0.035507977008787	0.693758692565004	0.0511820282604387	0.959210178690475	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	Plasma cells	-0.0799915989240367	0.566451600468212	-0.141215240380498	0.887782565170207	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	CD4 T cells	-0.360943901538881	0.537383172518178	-0.671669527438863	0.502244911400408	1	FALSE	> 0.05	0.993682744281978	0
AGTR1	CD8 T cells	0.292249182197752	0.517097198852243	0.565172626822254	0.572324750493529	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	NK cells	-0.125680446624789	0.566451600468216	-0.221873230688914	0.824544226532992	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	DC1	-0.722825467586553	0.600812651857574	-1.2030796378068	0.229772840511151	1	FALSE	> 0.05	0.795367524846298	0
AGTR1	DC2	-0.486095249652896	0.566451600468209	-0.858140835423726	0.391412205892288	1	FALSE	> 0.05	0.880677463257648	0
AGTR1	Alveolar macrophages	-0.238215811905439	0.501586706016711	-0.474924492710742	0.635142169151444	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	Alveolar Mph CCL3+	-0.366334661131846	0.566451600468215	-0.646718379520939	0.518245487156119	1	FALSE	> 0.05	0.993682744281978	0
AGTR1	Alveolar Mph MT-positive	-0.722825467586551	0.600812651857574	-1.2030796378068	0.229772840511153	1	FALSE	> 0.05	0.795367524846298	0
AGTR1	Alveolar Mph proliferating	-0.722825467586556	0.693758692565005	-1.04189752911648	0.298190866088049	1	FALSE	> 0.05	0.880677463257648	0
AGTR1	Monocyte-derived Mph	-0.50449860095981	0.520319019423754	-0.969594771912306	0.332929738910527	1	FALSE	> 0.05	0.880677463257648	0
AGTR1	Interstitial Mph perivascular	-0.722825467586548	0.600812651857569	-1.2030796378068	0.229772840511151	1	FALSE	> 0.05	0.795367524846298	0
AGTR1	Classical monocytes	0.477256777551409	0.529866953785455	0.900710591860484	0.368372349333843	1	FALSE	> 0.05	0.880677463257648	0
AGTR1	Non-classical monocytes	-0.207182457049719	0.529866953785454	-0.391008451403837	0.69603304514383	1	FALSE	> 0.05	0.999999999999991	0
AGTR1	Mast cells	0.687419811884532	0.548464403761483	1.25335355798857	0.210928254507894	1	FALSE	> 0.05	0.795367524846298	0
AGTR2	Suprabasal	0.232896668570361	0.384010043387175	0.606485878640274	0.54459217832352	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Hillock-like	-1.18289194180617e-14	0.507997537876802	-2.32853873022715e-14	0.999999999999982	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Multiciliated (non-nasal)	0.396533752368242	0.375181046106514	1.05691307299054	0.291292914623837	1	FALSE	> 0.05	0.880677463257648	0
AGTR2	Club (non-nasal)	0.717638659477223	0.393493200822248	1.82376381085528	0.0690553285806714	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	AT0	0.291112879912045	0.414778252796114	0.701851839988203	0.48324613901482	1	FALSE	> 0.05	0.993682744281978	0
AGTR2	pre-TB secretory	0.690974235534652	0.401607316362086	1.72052203080801	0.0862368425184886	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	Ionocyte	-1.91760929517061e-14	0.507997537876797	-3.77483974269907e-14	0.99999999999997	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Neuroendocrine	-1.28162684585309e-14	0.5079975378768	-2.52289971957288e-14	0.99999999999998	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	AT1	0.175376936793316	0.40160731636209	0.436687604155089	0.662611887529511	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	AT2	0.950495857454479	0.362581427658702	2.62146868247532	0.00914396336879644	0.822956703191679	FALSE	> 0.05	0.573227759789288	0.0846230129767568
AGTR2	AT2 proliferating	0.561807176488482	0.371816125703735	1.51098120186463	0.131711265606277	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	EC arterial	0.331193413585402	0.3809981534076	0.869278264535537	0.385301051531734	1	FALSE	> 0.05	0.880677463257648	0
AGTR2	EC aerocyte capillary	-5.57502897483204e-15	0.507997537876805	-1.09745196760856e-14	0.999999999999991	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	EC general capillary	0.541360906192224	0.384010043387183	1.40975715483147	0.159514841860999	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	EC venous systemic	0.272779023647286	0.393493200822241	0.693224236345861	0.488636609290155	1	FALSE	> 0.05	0.993682744281978	0
AGTR2	EC venous pulmonary	0.787467688322057	0.439938772861256	1.78994836758887	0.0743416179135241	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	Lymphatic EC mature	0.690659284591661	0.387989528361938	1.78009774518289	0.0759425640439759	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	Lymphatic EC differentiating	-1.39361523934187e-14	0.507997537876801	-2.74335038151278e-14	0.999999999999978	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Peribronchial fibroblasts	0.0753540315225086	0.366051185449841	0.205856542794434	0.837024743703466	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Adventitial fibroblasts	0.0422836697898633	0.363904239158042	0.116194496353475	0.907566200064101	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Alveolar fibroblasts	0.010690847753173	0.363784592848986	0.0293878519413024	0.976572303280953	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Pericytes	-1.4436288402887e-14	0.36605118544984	-3.94378955094662e-14	0.999999999999969	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Subpleural fibroblasts	-1.46168812263707e-14	0.401607316362088	-3.63959535368429e-14	0.999999999999971	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Myofibroblasts	-1.40910525344803e-14	0.393493200822244	-3.58101550548666e-14	0.999999999999971	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Smooth muscle	0.000588829700747912	0.366051185449838	0.00160859935482603	0.998717456383972	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Smooth muscle FAM83D+	-1.40190259912637e-14	0.507997537876799	-2.75966416094395e-14	0.999999999999978	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	SM activated stress response	-1.40454618757301e-14	0.38401004338718	-3.65757670081788e-14	0.999999999999971	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Mesothelium	-1.35671510787592e-14	0.439938772861256	-3.0838725558381e-14	0.999999999999975	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Hematopoietic stem cells	0.981479287147529	0.507997537876808	1.932055204932	0.0541735950667017	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	B cells	-1.41702273675431e-14	0.5079975378768	-2.78942835565075e-14	0.999999999999978	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Plasma cells	0.212304373582189	0.414778252796109	0.511850301097033	0.609084205083588	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	CD4 T cells	0.926491928100571	0.393493200822243	2.35453097071201	0.0191075919929763	1	FALSE	> 0.05	0.573227759789288	0
AGTR2	CD8 T cells	0.521973890728407	0.378639009031684	1.37855286507136	0.168928483597368	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	NK cells	0.600267251332587	0.414778252796111	1.44720039511728	0.14875145571695	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	DC1	0.441152557730665	0.439938772861258	1.00275898589595	0.316681989584749	1	FALSE	> 0.05	0.880677463257648	0
AGTR2	DC2	0.664281358321489	0.414778252796106	1.60153372035161	0.110176616297918	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	Alveolar macrophages	0.324894813651373	0.367281613072328	0.884593189769597	0.376993939196001	1	FALSE	> 0.05	0.880677463257648	0
AGTR2	Alveolar Mph CCL3+	0.20729299244425	0.41477825279611	0.499768228075709	0.617557796876812	1	FALSE	> 0.05	0.999999999999991	0
AGTR2	Alveolar Mph MT-positive	0.737075492739666	0.439938772861258	1.67540471130994	0.0947635338885149	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	Alveolar Mph proliferating	0.327999025583251	0.507997537876801	0.64567050256609	0.518923210902811	1	FALSE	> 0.05	0.993682744281978	0
AGTR2	Monocyte-derived Mph	0.533072434365734	0.380998153407601	1.39914702892389	0.162669911110381	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	Interstitial Mph perivascular	0.905393451452236	0.439938772861254	2.05799876551862	0.0403432502644925	1	FALSE	> 0.05	0.760178176188154	0
AGTR2	Classical monocytes	0.518717646598801	0.387989528361939	1.33693723330314	0.182126568905816	1	FALSE	> 0.05	0.780542438167781	0
AGTR2	Non-classical monocytes	0.950915793577815	0.387989528361939	2.45088004718196	0.0147479218924581	1	FALSE	> 0.05	0.573227759789288	0
AGTR2	Mast cells	-1.6384725411432e-14	0.401607316362086	-4.07978757953196e-14	0.999999999999967	1	FALSE	> 0.05	0.999999999999991	0
