arm	panel	genes	mean_detect
smad	null_smad_0060	MTERF3,FXYD6,TNFSF12,MTSS2,SMC1A,MED7,ANAPC7	0.09208659491193738
smad	null_smad_0061	LRATD1,SMARCA1,TTTY14,MTSS2,SMC1A,MACROD1,SETD7	0.09208659491193738
smad	null_smad_0062	UTP14C,SMARCA1,TMED5,MTSS2,SMC1A,TMTC1,PRPF19	0.09208659491193738
smad	null_smad_0063	UTP14C,SMARCA1,TTTY14,MTSS2,STX7,AKAP7,ANAPC7	0.09208659491193738
smad	null_smad_0064	MTERF3,FXYD6,SEMA4B,MTSS2,SMC1A,TMTC1,TTC9C	0.09208659491193738
smad	null_smad_0065	SUSD4,CCDC186,ABHD12,MTSS2,STX7,ZBTB8A,SETD7	0.09206213307240706
smad	null_smad_0066	SUSD4,FXYD6,SEMA4B,MTSS2,STX7,NSMF,PSMB10	0.09208659491193738
smad	null_smad_0067	LRATD1,CCDC186,DAB2IP,MTSS2,SMC1A,TMTC1,SMIM20	0.09206213307240706
smad	null_smad_0068	MTERF3,SMARCA1,TNFSF12,MTSS2,SMC1A,NSMF,SETD7	0.09208659491193738
smad	null_smad_0069	CHUK,VKORC1,PRCC,MTSS2,SMC1A,WASHC2A,TTC9C	0.09206213307240706
smad	null_smad_0070	CHUK,SMARCA1,TTTY14,MTSS2,SMC1A,GMPPA,SETD7	0.09208659491193738
smad	null_smad_0071	SUSD4,VKORC1,TTTY14,MTSS2,SMC1A,TMTC1,SMIM20	0.09206213307240706
smad	null_smad_0072	LRATD1,VKORC1,ABHD12,MTSS2,SMC1A,GMPPA,TTC9C	0.09206213307240706
smad	null_smad_0073	RAB11FIP1,CCDC186,TNFSF12,MTSS2,SMC1A,TMTC1,SETD7	0.09206213307240706
smad	null_smad_0074	LRATD1,CCDC186,TNFSF12,MTSS2,SMC1A,NSMF,TTC9C	0.09206213307240706
smad	null_smad_0075	CHUK,VKORC1,TMED5,MTSS2,SMC1A,ZBTB8A,PSMB10	0.09206213307240706
smad	null_smad_0076	MTERF3,CCDC186,TMED5,MTSS2,SMC1A,MACROD1,ANAPC7	0.09206213307240706
smad	null_smad_0077	MTERF3,FXYD6,PRCC,MTSS2,STX7,AKAP7,ANAPC7	0.09208659491193738
smad	null_smad_0078	LRATD1,CCDC186,SEMA4B,MTSS2,SMC1A,TMTC1,PRPF19	0.09206213307240706
smad	null_smad_0079	SUSD4,SMARCA1,SEMA4B,MTSS2,SMC1A,ZBTB8A,SMIM20	0.09208659491193738
smad	null_smad_0080	UTP14C,SMARCA1,TNFSF12,MTSS2,SMC1A,AKAP7,PSMB10	0.09208659491193738
smad	null_smad_0081	UTP14C,SMARCA1,ABHD12,MTSS2,SMC1A,GMPPA,TTC9C	0.09208659491193738
smad	null_smad_0082	RAB11FIP1,VKORC1,TMED5,MTSS2,SMC1A,CTDP1,PRPF19	0.09206213307240706
smad	null_smad_0083	LRATD1,SMARCA1,PRCC,MTSS2,STX7,NSMF,TTC9C	0.09208659491193738
smad	null_smad_0084	UTP14C,FXYD6,TMED5,MTSS2,SMC1A,GMPPA,SMIM20	0.09208659491193738
smad	null_smad_0085	CHUK,SMARCA1,TMED5,MTSS2,STX7,NSMF,TTC9C	0.09208659491193738
smad	null_smad_0086	CHUK,CCDC186,TMED5,MTSS2,SMC1A,TMTC1,PRPF19	0.09206213307240706
smad	null_smad_0087	RAB11FIP1,SMARCA1,PRCC,MTSS2,STX7,NSMF,USP6NL	0.09208659491193738
smad	null_smad_0088	RAB11FIP1,SMARCA1,TMED5,MTSS2,SMC1A,NSMF,SETD7	0.09208659491193738
smad	null_smad_0089	SUSD4,FXYD6,TMED5,MTSS2,STX7,AKAP7,TTC9C	0.09208659491193738
smad	null_smad_0090	RAB11FIP1,VKORC1,PRCC,MTSS2,SMC1A,WASHC2A,PSMB10	0.09206213307240706
smad	null_smad_0091	CHUK,FXYD6,PRCC,MTSS2,STX7,AKAP7,SMIM20	0.09208659491193738
smad	null_smad_0092	SUSD4,FXYD6,DAB2IP,MTSS2,STX7,WASHC2A,TTC9C	0.09208659491193738
smad	null_smad_0093	SUSD4,FXYD6,SEMA4B,MTSS2,STX7,GMPPA,ANAPC7	0.09208659491193738
smad	null_smad_0094	CHUK,CCDC186,TNFSF12,MTSS2,STX7,TMTC1,USP6NL	0.09206213307240706
smad	null_smad_0095	LRATD1,CCDC186,DAB2IP,MTSS2,STX7,CTDP1,PSMB10	0.09206213307240706
smad	null_smad_0096	LRATD1,VKORC1,ABHD12,MTSS2,SMC1A,TMTC1,PSMB10	0.09206213307240706
smad	null_smad_0097	RAB11FIP1,CCDC186,SEMA4B,MTSS2,STX7,ZBTB8A,SETD7	0.09206213307240706
smad	null_smad_0098	RAB11FIP1,CCDC186,DAB2IP,MTSS2,STX7,MACROD1,USP6NL	0.09206213307240706
smad	null_smad_0099	MTERF3,VKORC1,TMED5,MTSS2,SMC1A,AKAP7,SETD7	0.09206213307240706
smad	null_smad_0100	MTERF3,CCDC186,TMED5,MTSS2,STX7,MACROD1,ANAPC7	0.09206213307240706
smad	null_smad_0101	CHUK,SMARCA1,DAB2IP,MTSS2,STX7,MACROD1,ANAPC7	0.09208659491193738
smad	null_smad_0102	LRATD1,CCDC186,TTTY14,MTSS2,STX7,GMPPA,PSMB10	0.09206213307240706
smad	null_smad_0103	LRATD1,VKORC1,ABHD12,MTSS2,SMC1A,NSMF,ANAPC7	0.09206213307240706
smad	null_smad_0104	RAB11FIP1,SMARCA1,TNFSF12,MTSS2,SMC1A,CTDP1,USP6NL	0.09208659491193738
smad	null_smad_0105	LRATD1,CCDC186,TNFSF12,MTSS2,STX7,WASHC2A,ANAPC7	0.09206213307240706
smad	null_smad_0106	CHUK,CCDC186,SEMA4B,MTSS2,SMC1A,MACROD1,PRPF19	0.09206213307240706
smad	null_smad_0107	SUSD4,FXYD6,DAB2IP,MTSS2,SMC1A,WASHC2A,TTC9C	0.09208659491193738
smad	null_smad_0108	RAB11FIP1,CCDC186,TNFSF12,MTSS2,STX7,GMPPA,PRPF19	0.09206213307240706
smad	null_smad_0109	SUSD4,FXYD6,TNFSF12,MTSS2,SMC1A,AKAP7,PRPF19	0.09208659491193738
smad	null_smad_0110	MTERF3,CCDC186,DAB2IP,MTSS2,STX7,CTDP1,SETD7	0.09206213307240706
smad	null_smad_0111	UTP14C,CCDC186,SEMA4B,MTSS2,STX7,AKAP7,TTC9C	0.09206213307240706
smad	null_smad_0112	RAB11FIP1,VKORC1,TNFSF12,MTSS2,SMC1A,MED7,SMIM20	0.09206213307240706
smad	null_smad_0113	LRATD1,CCDC186,TTTY14,MTSS2,STX7,MED7,PSMB10	0.09206213307240706
smad	null_smad_0114	SUSD4,FXYD6,TTTY14,MTSS2,SMC1A,MACROD1,SETD7	0.09208659491193738
smad	null_smad_0115	CHUK,VKORC1,DAB2IP,MTSS2,SMC1A,MACROD1,ANAPC7	0.09206213307240706
smad	null_smad_0116	LRATD1,SMARCA1,DAB2IP,MTSS2,STX7,NSMF,SMIM20	0.09208659491193738
smad	null_smad_0117	MTERF3,CCDC186,ABHD12,MTSS2,SMC1A,MED7,PSMB10	0.09206213307240706
smad	null_smad_0118	LRATD1,CCDC186,TTTY14,MTSS2,STX7,MED7,PRPF19	0.09206213307240706
smad	null_smad_0119	CHUK,CCDC186,ABHD12,MTSS2,STX7,GMPPA,USP6NL	0.09206213307240706
smad	null_smad_0120	UTP14C,CCDC186,TTTY14,MTSS2,STX7,GMPPA,SETD7	0.09206213307240706
smad	null_smad_0121	UTP14C,VKORC1,DAB2IP,MTSS2,STX7,GMPPA,SMIM20	0.09206213307240706
smad	null_smad_0122	RAB11FIP1,FXYD6,ABHD12,MTSS2,SMC1A,AKAP7,SETD7	0.09208659491193738
smad	null_smad_0123	RAB11FIP1,FXYD6,PRCC,MTSS2,STX7,ZBTB8A,USP6NL	0.09208659491193738
smad	null_smad_0124	SUSD4,FXYD6,DAB2IP,MTSS2,STX7,TMTC1,SMIM20	0.09208659491193738
smad	null_smad_0125	RAB11FIP1,SMARCA1,SEMA4B,MTSS2,STX7,CTDP1,PSMB10	0.09208659491193738
smad	null_smad_0126	SUSD4,FXYD6,TMED5,MTSS2,STX7,AKAP7,SETD7	0.09208659491193738
smad	null_smad_0127	UTP14C,FXYD6,TTTY14,MTSS2,STX7,CTDP1,PSMB10	0.09208659491193738
smad	null_smad_0128	LRATD1,VKORC1,TMED5,MTSS2,SMC1A,ZBTB8A,TTC9C	0.09206213307240706
smad	null_smad_0129	MTERF3,FXYD6,ABHD12,MTSS2,STX7,MACROD1,TTC9C	0.09208659491193738
smad	null_smad_0130	SUSD4,SMARCA1,TMED5,MTSS2,SMC1A,NSMF,SETD7	0.09208659491193738
smad	null_smad_0131	MTERF3,CCDC186,DAB2IP,MTSS2,STX7,ZBTB8A,TTC9C	0.09206213307240706
smad	null_smad_0132	UTP14C,FXYD6,SEMA4B,MTSS2,SMC1A,MACROD1,SMIM20	0.09208659491193738
smad	null_smad_0133	SUSD4,FXYD6,TMED5,MTSS2,STX7,CTDP1,PSMB10	0.09208659491193738
smad	null_smad_0134	LRATD1,CCDC186,ABHD12,MTSS2,SMC1A,MACROD1,SETD7	0.09206213307240706
smad	null_smad_0135	MTERF3,SMARCA1,ABHD12,MTSS2,STX7,ZBTB8A,PSMB10	0.09208659491193738
smad	null_smad_0136	RAB11FIP1,SMARCA1,SEMA4B,MTSS2,SMC1A,MACROD1,PRPF19	0.09208659491193738
smad	null_smad_0137	SUSD4,VKORC1,TNFSF12,MTSS2,SMC1A,ZBTB8A,ANAPC7	0.09206213307240706
smad	null_smad_0138	RAB11FIP1,CCDC186,TNFSF12,MTSS2,STX7,CTDP1,TTC9C	0.09206213307240706
smad	null_smad_0139	CHUK,FXYD6,TNFSF12,MTSS2,SMC1A,AKAP7,PRPF19	0.09208659491193738
smad	null_smad_0140	MTERF3,VKORC1,TNFSF12,MTSS2,STX7,ZBTB8A,SMIM20	0.09206213307240706
smad	null_smad_0141	LRATD1,SMARCA1,TNFSF12,MTSS2,STX7,AKAP7,SMIM20	0.09208659491193738
smad	null_smad_0142	RAB11FIP1,CCDC186,TTTY14,MTSS2,SMC1A,AKAP7,PSMB10	0.09206213307240706
smad	null_smad_0143	UTP14C,FXYD6,TTTY14,MTSS2,STX7,MED7,ANAPC7	0.09208659491193738
smad	null_smad_0144	SUSD4,SMARCA1,ABHD12,MTSS2,STX7,CTDP1,SETD7	0.09208659491193738
smad	null_smad_0145	CHUK,CCDC186,TMED5,MTSS2,STX7,GMPPA,SMIM20	0.09206213307240706
smad	null_smad_0146	UTP14C,VKORC1,TTTY14,MTSS2,STX7,MACROD1,PRPF19	0.09206213307240706
smad	null_smad_0147	CHUK,CCDC186,ABHD12,MTSS2,SMC1A,WASHC2A,TTC9C	0.09206213307240706
smad	null_smad_0148	RAB11FIP1,FXYD6,TNFSF12,MTSS2,STX7,WASHC2A,SETD7	0.09208659491193738
smad	null_smad_0149	CHUK,FXYD6,TNFSF12,MTSS2,SMC1A,WASHC2A,SMIM20	0.09208659491193738
smad	null_smad_0150	CHUK,FXYD6,ABHD12,MTSS2,SMC1A,NSMF,SETD7	0.09208659491193738
smad	null_smad_0151	CHUK,SMARCA1,TMED5,MTSS2,SMC1A,CTDP1,USP6NL	0.09208659491193738
smad	null_smad_0152	UTP14C,SMARCA1,TMED5,MTSS2,STX7,CTDP1,PRPF19	0.09208659491193738
smad	null_smad_0153	LRATD1,CCDC186,ABHD12,MTSS2,SMC1A,ZBTB8A,ANAPC7	0.09206213307240706
smad	null_smad_0154	MTERF3,VKORC1,TNFSF12,MTSS2,SMC1A,NSMF,PRPF19	0.09206213307240706
smad	null_smad_0155	CHUK,CCDC186,ABHD12,MTSS2,STX7,NSMF,TTC9C	0.09206213307240706
smad	null_smad_0156	SUSD4,VKORC1,TNFSF12,MTSS2,SMC1A,MACROD1,SMIM20	0.09206213307240706
smad	null_smad_0157	SUSD4,VKORC1,TMED5,MTSS2,STX7,MED7,SMIM20	0.09206213307240706
smad	null_smad_0158	CHUK,CCDC186,PRCC,MTSS2,SMC1A,AKAP7,SETD7	0.09206213307240706
smad	null_smad_0159	LRATD1,CCDC186,TTTY14,MTSS2,STX7,MED7,USP6NL	0.09206213307240706
smad	null_smad_0160	UTP14C,CCDC186,TNFSF12,MTSS2,STX7,AKAP7,USP6NL	0.09206213307240706
smad	null_smad_0161	RAB11FIP1,CCDC186,DAB2IP,MTSS2,SMC1A,NSMF,ANAPC7	0.09206213307240706
smad	null_smad_0162	CHUK,SMARCA1,TNFSF12,MTSS2,STX7,CTDP1,USP6NL	0.09208659491193738
smad	null_smad_0163	LRATD1,CCDC186,PRCC,MTSS2,STX7,WASHC2A,ANAPC7	0.09206213307240706
smad	null_smad_0164	CHUK,FXYD6,ABHD12,MTSS2,SMC1A,NSMF,TTC9C	0.09208659491193738
smad	null_smad_0165	MTERF3,CCDC186,TNFSF12,MTSS2,SMC1A,CTDP1,USP6NL	0.09206213307240706
smad	null_smad_0166	LRATD1,FXYD6,PRCC,MTSS2,SMC1A,AKAP7,PRPF19	0.09208659491193738
smad	null_smad_0167	RAB11FIP1,CCDC186,TTTY14,MTSS2,STX7,AKAP7,PRPF19	0.09206213307240706
smad	null_smad_0168	UTP14C,CCDC186,TNFSF12,MTSS2,SMC1A,MED7,USP6NL	0.09206213307240706
smad	null_smad_0169	LRATD1,SMARCA1,TTTY14,MTSS2,STX7,CTDP1,TTC9C	0.09208659491193738
smad	null_smad_0170	RAB11FIP1,CCDC186,DAB2IP,MTSS2,SMC1A,GMPPA,PRPF19	0.09206213307240706
smad	null_smad_0171	UTP14C,VKORC1,SEMA4B,MTSS2,SMC1A,AKAP7,USP6NL	0.09206213307240706
smad	null_smad_0172	RAB11FIP1,FXYD6,SEMA4B,MTSS2,SMC1A,WASHC2A,SMIM20	0.09208659491193738
smad	null_smad_0173	RAB11FIP1,SMARCA1,TMED5,MTSS2,SMC1A,AKAP7,TTC9C	0.09208659491193738
smad	null_smad_0174	SUSD4,CCDC186,PRCC,MTSS2,STX7,MACROD1,SETD7	0.09206213307240706
smad	null_smad_0175	RAB11FIP1,VKORC1,TMED5,MTSS2,SMC1A,NSMF,ANAPC7	0.09206213307240706
smad	null_smad_0176	UTP14C,SMARCA1,TNFSF12,MTSS2,STX7,TMTC1,SMIM20	0.09208659491193738
smad	null_smad_0177	LRATD1,SMARCA1,SEMA4B,MTSS2,STX7,AKAP7,TTC9C	0.09208659491193738
smad	null_smad_0178	MTERF3,VKORC1,TTTY14,MTSS2,STX7,WASHC2A,ANAPC7	0.09206213307240706
smad	null_smad_0179	RAB11FIP1,SMARCA1,ABHD12,MTSS2,SMC1A,MED7,SETD7	0.09208659491193738
smad	null_smad_0180	RAB11FIP1,VKORC1,TNFSF12,MTSS2,STX7,AKAP7,USP6NL	0.09206213307240706
smad	null_smad_0181	SUSD4,FXYD6,TNFSF12,MTSS2,STX7,ZBTB8A,SMIM20	0.09208659491193738
smad	null_smad_0182	RAB11FIP1,CCDC186,TNFSF12,MTSS2,STX7,CTDP1,ANAPC7	0.09206213307240706
smad	null_smad_0183	MTERF3,SMARCA1,PRCC,MTSS2,SMC1A,CTDP1,PRPF19	0.09208659491193738
smad	null_smad_0184	MTERF3,CCDC186,PRCC,MTSS2,STX7,ZBTB8A,PRPF19	0.09206213307240706
smad	null_smad_0185	CHUK,SMARCA1,DAB2IP,MTSS2,STX7,NSMF,PSMB10	0.09208659491193738
smad	null_smad_0186	CHUK,CCDC186,TMED5,MTSS2,STX7,ZBTB8A,TTC9C	0.09206213307240706
smad	null_smad_0187	CHUK,FXYD6,DAB2IP,MTSS2,STX7,GMPPA,SMIM20	0.09208659491193738
smad	null_smad_0188	SUSD4,VKORC1,TTTY14,MTSS2,SMC1A,TMTC1,PSMB10	0.09206213307240706
smad	null_smad_0189	UTP14C,VKORC1,PRCC,MTSS2,SMC1A,AKAP7,ANAPC7	0.09206213307240706
smad	null_smad_0190	RAB11FIP1,CCDC186,TMED5,MTSS2,SMC1A,NSMF,PRPF19	0.09206213307240706
smad	null_smad_0191	SUSD4,CCDC186,ABHD12,MTSS2,STX7,TMTC1,SETD7	0.09206213307240706
smad	null_smad_0192	RAB11FIP1,VKORC1,PRCC,MTSS2,STX7,CTDP1,USP6NL	0.09206213307240706
smad	null_smad_0193	MTERF3,FXYD6,SEMA4B,MTSS2,SMC1A,TMTC1,SMIM20	0.09208659491193738
smad	null_smad_0194	RAB11FIP1,CCDC186,TTTY14,MTSS2,SMC1A,ZBTB8A,ANAPC7	0.09206213307240706
smad	null_smad_0195	RAB11FIP1,VKORC1,ABHD12,MTSS2,STX7,WASHC2A,SMIM20	0.09206213307240706
smad	null_smad_0196	LRATD1,CCDC186,SEMA4B,MTSS2,SMC1A,NSMF,TTC9C	0.09206213307240706
smad	null_smad_0197	RAB11FIP1,SMARCA1,ABHD12,MTSS2,STX7,MED7,PSMB10	0.09208659491193738
smad	null_smad_0198	CHUK,VKORC1,TNFSF12,MTSS2,STX7,ZBTB8A,SMIM20	0.09206213307240706
smad	null_smad_0199	CHUK,CCDC186,ABHD12,MTSS2,STX7,TMTC1,ANAPC7	0.09206213307240706
smad	null_smad_0200	UTP14C,FXYD6,DAB2IP,MTSS2,STX7,MACROD1,TTC9C	0.09208659491193738
smad	null_smad_0201	LRATD1,VKORC1,PRCC,MTSS2,STX7,ZBTB8A,SMIM20	0.09206213307240706
smad	null_smad_0202	CHUK,SMARCA1,SEMA4B,MTSS2,SMC1A,NSMF,ANAPC7	0.09208659491193738
smad	null_smad_0203	LRATD1,CCDC186,DAB2IP,MTSS2,SMC1A,ZBTB8A,USP6NL	0.09206213307240706
smad	null_smad_0204	RAB11FIP1,CCDC186,DAB2IP,MTSS2,STX7,AKAP7,TTC9C	0.09206213307240706
smad	null_smad_0205	RAB11FIP1,CCDC186,DAB2IP,MTSS2,STX7,TMTC1,SMIM20	0.09206213307240706
smad	null_smad_0206	RAB11FIP1,FXYD6,TMED5,MTSS2,SMC1A,CTDP1,SETD7	0.09208659491193738
smad	null_smad_0207	UTP14C,CCDC186,DAB2IP,MTSS2,STX7,GMPPA,PSMB10	0.09206213307240706
smad	null_smad_0208	CHUK,VKORC1,PRCC,MTSS2,SMC1A,GMPPA,TTC9C	0.09206213307240706
smad	null_smad_0209	SUSD4,CCDC186,SEMA4B,MTSS2,SMC1A,MED7,SMIM20	0.09206213307240706
smad	null_smad_0210	CHUK,VKORC1,TNFSF12,MTSS2,STX7,ZBTB8A,SETD7	0.09206213307240706
smad	null_smad_0211	SUSD4,FXYD6,PRCC,MTSS2,STX7,MED7,SETD7	0.09208659491193738
smad	null_smad_0212	LRATD1,VKORC1,DAB2IP,MTSS2,STX7,MACROD1,SETD7	0.09206213307240706
smad	null_smad_0213	MTERF3,VKORC1,TTTY14,MTSS2,SMC1A,ZBTB8A,SMIM20	0.09206213307240706
smad	null_smad_0214	UTP14C,VKORC1,SEMA4B,MTSS2,STX7,AKAP7,ANAPC7	0.09206213307240706
smad	null_smad_0215	CHUK,CCDC186,TTTY14,MTSS2,STX7,MED7,ANAPC7	0.09206213307240706
smad	null_smad_0216	MTERF3,SMARCA1,SEMA4B,MTSS2,STX7,TMTC1,USP6NL	0.09208659491193738
smad	null_smad_0217	SUSD4,FXYD6,DAB2IP,MTSS2,SMC1A,MED7,SETD7	0.09208659491193738
smad	null_smad_0218	CHUK,SMARCA1,SEMA4B,MTSS2,STX7,CTDP1,SETD7	0.09208659491193738
smad	null_smad_0219	LRATD1,FXYD6,TTTY14,MTSS2,SMC1A,TMTC1,PSMB10	0.09208659491193738
smad	null_smad_0220	MTERF3,VKORC1,TMED5,MTSS2,SMC1A,TMTC1,SETD7	0.09206213307240706
smad	null_smad_0221	MTERF3,CCDC186,PRCC,MTSS2,STX7,ZBTB8A,PSMB10	0.09206213307240706
smad	null_smad_0222	CHUK,CCDC186,TTTY14,MTSS2,STX7,GMPPA,SETD7	0.09206213307240706
smad	null_smad_0223	SUSD4,VKORC1,TTTY14,MTSS2,STX7,NSMF,PRPF19	0.09206213307240706
smad	null_smad_0224	CHUK,FXYD6,ABHD12,MTSS2,SMC1A,CTDP1,PRPF19	0.09208659491193738
smad	null_smad_0225	CHUK,FXYD6,TNFSF12,MTSS2,SMC1A,GMPPA,SMIM20	0.09208659491193738
smad	null_smad_0226	UTP14C,SMARCA1,SEMA4B,MTSS2,SMC1A,AKAP7,USP6NL	0.09208659491193738
